Frame,ts,rtpsession0,rtpstorage0,rtpjitterbuffer0,rtpssrcdemux0,typefind,rtpptdemux0,rtph265depay0,h265parse0,capsfilter0,nvv4l2decoder0,queue,Stream-muxer,nvtiler,onscreendisplay
345,1164621579,0.050367,0.05459,0.373941,0.063326,0.074718,0.07091,,,,,,,,
346,1164925314,0.047966,0.053279,,0.062174,,,,,,,,,,
347,1165156379,0.043295,0.059326,0.439891,0.045791,,0.084606,,,,,,,,
348,1165367765,0.045694,0.058463,,0.043198,0.103773,,,,,,,,,
349,1165568591,0.042974,0.051359,0.581103,0.06883,0.07891,0.075357,,,,,,,,
350,1165869446,0.048318,0.054591,0.717066,0.044318,,0.06723,,,,,,,,
351,1166060256,0.042495,0.047807,,0.041279,0.07379,,,,,,,,,
352,1166277978,0.042718,0.054079,,0.034687,,,,,,,,,,
353,1166238875,0.023135,0.030879,0.789161,0.023583,0.062878,0.178395,,,,,,,,
354,1166534834,0.024415,0.032671,0.906693,0.026463,,,,,,,,,,
355,1166620016,0.022816,0.029759,,0.025087,0.060318,0.042175,,,,,,,,
356,1166763019,0.023615,0.030527,0.865479,0.025824,,0.048574,,,,,,,,
357,1166881448,0.023008,0.055358,,0.028991,0.053631,,,,,,,,,
358,1166998340,0.024543,0.031839,0.884869,0.041439,0.042846,0.055583,,,,,,,,
359,1167180735,0.023455,0.034911,0.878694,0.030879,0.041375,0.042366,,,,,,,,
360,1167329530,0.024576,0.03971,0.943908,0.027264,,,,,,,,,,
361,1167422200,0.023903,0.038431,,0.025439,0.05299,0.052735,,,,,,,,
362,1167577651,0.025951,0.032639,1.016354,0.02544,0.053118,0.037215,,,,,,,,
363,1167713327,0.023231,0.027199,1.102015,0.033311,0.041567,0.041727,,,,,,,,
364,1168031142,,,1.162205,,0.045598,0.080094,,,,,,,,
365,1168218912,,,1.243675,,0.041727,0.041599,,,,,,,,
366,1168671667,,,1.520659,,0.130076,0.077502,,,,,,,,
367,1169060391,,,1.777483,,0.07155,0.071294,,,,,,,,
368,1169437148,,,1.969637,,0.073406,0.110717,0.123932,1.893928,0.052606,,,,,
369,1171821749,,,4.292801,,0.040223,0.04771,,,,,,,,
370,1172026287,,,4.332607,,0.037311,0.069118,,,,,,,,
371,1172198026,,,4.413725,,0.034431,0.037663,0.037663,0.199802,0.031743,8.15819,0.924997,0.214522,,
372,1181504502,0.106204,0.123869,0.043614,0.039487,,,,,,8.922839,0.079998,0.095453,,
373,1186838328,0.030847,0.034015,,0.049951,0.05075,0.082654,,,,,,,,
374,1187008243,0.028575,0.037375,0.105405,0.028639,0.043326,0.07427,,,,,,,,
375,1187264459,0.079805,0.08563,0.146843,0.040542,0.038175,0.040703,0.067774,0.387669,0.037438,6.050957,0.161115,0.199866,,
376,1195282493,0.033919,0.039423,0.048831,0.049439,0.05795,0.072158,,,,,,,,
377,1195495127,0.033023,0.040159,0.123772,0.053054,0.054046,0.050399,,,,,,,,
378,1195861100,0.112477,0.112285,0.255769,0.048094,0.062718,0.043678,0.056959,0.217817,0.038719,8.013138,0.131261,0.154683,,
379,1209567606,0.039295,0.043358,0.058559,0.041215,0.102557,0.091421,,,,,,,,
380,1209783855,0.034431,0.042558,0.231993,0.037823,0.062366,0.060863,,,,,,,,
381,1210204099,0.154267,0.162459,0.328534,0.111005,0.056382,0.053887,0.05811,0.267961,0.160827,8.734749,0.1359,0.156123,,
382,1237969547,0.069405,0.068318,0.085726,0.065694,,0.146875,,,,,,,,
383,1238259139,0.05427,0.072382,0.354614,0.062014,0.245689,0.053438,,,,,,,,
384,1238556186,0.057022,0.102077,0.292376,0.062654,0.044575,0.075613,,,,,,,,
385,1238873937,0.058431,0.068638,0.214522,0.05235,0.045951,0.071262,,,,,,,,
386,1239124873,0.052638,,0.129948,,0.053726,0.046143,,,,,,,,
387,1239195495,0.051135,0.073854,0.058718,0.07635,0.040991,0.07891,,,,,,,,
388,1239490846,,0.083101,0.058462,0.055519,0.047038,0.052126,,,,,,,,
389,1239680665,0.051455,0.065406,0.05411,0.057726,0.041663,0.046943,,,,,,,,
390,1239934513,0.050142,0.089598,0.062814,0.086461,0.037695,0.047295,,,,,,,,
391,1240251816,0.051007,0.062078,0.055774,0.061694,0.040351,0.042975,,,,,,,,
392,1240506912,0.050846,0.066238,0.058142,0.057215,0.036639,0.038367,,,,,,,,
393,1240764121,0.052095,0.061374,0.053791,0.05155,0.035583,0.047422,,,,,,,,
394,1241021649,0.043647,0.029759,,0.027423,0.043391,,,,,,,,,
395,1241125358,0.025215,0.032735,0.068382,0.030239,0.052094,0.067006,,,,,,,,
396,1241191084,0.024479,0.066846,0.164603,0.093118,0.043423,0.042783,,,,,,,147.100629,
397,1241523682,0.026719,0.032063,0.128924,0.024735,0.040959,0.044382,,,,,,,,
398,1241669950,0.025664,0.032927,,0.026975,,,,,,,,,,
399,1241757307,0.025215,0.054174,0.20889,0.032768,0.048415,0.094589,,,,,,,,
400,1241940790,0.025088,0.031007,0.305239,0.026271,,,,,,,,,,
401,1242044051,0.023967,0.030271,,0.036447,0.041118,0.041887,,,,,,,,
402,1242186350,0.025215,0.030271,0.340821,0.054878,0.039071,0.041311,,,,,,,,
403,1242350954,0.026687,0.030688,0.403156,0.023583,0.037663,0.038239,,,,,,,,
404,1242575043,,,0.441235,,0.035711,0.036735,,,,,,,,
405,1242738334,0.028319,0.043487,0.447187,,0.042207,0.039455,,,,,,,,
406,1242914617,,,0.504369,0.027807,0.055262,0.061758,,,,,,,,
407,1243129618,0.06851,0.084189,0.178491,0.060862,0.036031,0.03651,,,,,,,,
408,1244489290,0.055934,0.064798,,0.051711,,,,,,,,,,
409,1244734883,0.054911,0.064798,0.319959,0.07251,,,,,,,,,,
410,1245322545,0.055039,0.378644,,0.066302,0.129404,0.699819,,,,,,,,
411,1245586026,0.056478,0.073886,1.045025,0.031295,0.054815,0.073725,,,,,,,,
412,1245859617,,,1.011938,,0.040127,0.040286,,,,,,,,
413,1246166744,,,0.689068,,0.071134,0.088829,,,,,,,,
414,1246545037,0.034495,0.041727,0.819976,0.030207,0.041535,0.053566,,,,,,,,
415,1247715082,0.086237,0.09731,0.030495,0.069373,0.045887,0.06099,,,,,,,,
416,1249025060,0.072286,0.097117,0.06931,0.07635,0.044734,0.094142,,,,,,,,
417,1249332218,0.036383,0.043455,0.07283,0.031903,0.035807,0.04963,0.087486,1.234875,0.064126,,30.854285,,,8.971062
418,1250978890,0.02624,0.057246,0.075358,0.031743,0.04979,0.097181,,,,,,,,
419,1251165892,0.026367,0.030943,0.163899,0.024159,0.037279,0.042399,,,,,,,,
420,1251449244,,,0.21897,,0.037727,0.040223,0.039742,0.187355,0.06003,14.699276,0.317015,0.127932,,
421,1269361577,0.099421,0.106908,0.049151,0.045247,,,,,,17.40166,0.185819,0.104892,19.82098,
422,1278351102,0.034047,0.075741,,0.053407,0.053918,0.124572,,,,,,,,
423,1278571159,0.029471,0.032959,0.142844,0.027744,0.047518,0.061758,,,,,,,,
424,1278811760,,,0.17145,,0.039263,0.041407,0.060382,0.22617,0.034879,8.471716,15.621009,,,13.935747
425,1287931234,0.14886,0.127388,0.087966,0.085853,0.048862,0.105981,,,,,0.13782,0.149244,,
426,1290297564,0.123484,0.125277,0.07955,0.081437,0.048158,0.065854,,,,,,,,
427,1290657489,0.072254,0.086013,0.075293,0.111869,0.036575,0.048511,0.043103,0.223737,0.036639,,,,,
428,1295159723,0.13126,0.146139,0.089565,0.085118,,0.101053,,,,,,,,
429,1295484258,0.073278,0.058622,,0.028703,0.048799,,,,,,,,,
430,1295626398,0.027455,0.065982,0.08627,0.043263,0.051423,0.076349,,,,,,,,
431,1295902229,,,0.142076,,0.039423,0.041854,0.061502,0.225562,0.035775,8.883832,0.22041,0.214618,18.35312,
432,1307489214,,,,,,,,,,10.943707,0.281016,0.226297,,7.295048
433,1327387536,0.116668,0.115357,0.050879,0.078173,0.048958,0.078142,,,,,3.921452,,15.750573,3.4918
434,1331496662,0.043519,0.045567,0.026975,0.033599,,,,,,,,,,
435,1331633554,0.026591,0.045758,,0.041503,0.04531,0.076318,,,,,,,,
436,1331782765,0.025631,0.028351,0.111965,0.0232,0.034207,0.038367,,,,,,,,
437,1331939849,0.026528,0.031583,0.172219,0.044702,0.083453,0.067326,,,,,,,,
438,1332602965,0.105661,0.099421,0.399221,0.147259,0.140892,0.219193,,,,,,,,
439,1333204227,0.078493,0.14406,0.216762,0.095869,0.153948,0.123868,,,,,,,,
440,1333693141,0.068542,0.08259,0.288632,0.063518,,,,,,,,,,
441,1333993452,0.067326,0.07523,,0.168667,0.167099,0.260664,,,,,,,,
442,1334472350,0.071262,0.075262,0.718539,0.053182,,,,,,,,,,
443,1334520380,0.026207,0.029183,,0.023807,0.123293,0.045182,,,,,,,,
444,1334778165,0.024799,0.049759,,0.025919,,,,,,,,,,
445,1334897137,0.024223,0.030143,0.78452,0.023871,0.042622,0.055263,,,,,,,,
446,1335411010,,,0.838663,,0.081341,0.046815,,,,,,,,
447,1335724888,0.035902,0.041119,0.945028,0.047551,0.104829,0.099357,,,,,,,,
448,1335899859,0.025823,0.037215,1.095775,0.026175,0.067326,0.052863,,,,,,,,
449,1336078446,0.025471,0.031583,1.229596,0.023359,0.037598,0.042239,,,,,,,,
450,1336389061,0.02672,0.031743,0.580559,0.025279,0.039903,0.04243,,,,,,,,
451,1336545824,0.024799,0.045983,,0.062174,,,,,,,,,,
452,1336852311,0.06387,0.089661,0.878246,0.065822,,0.182075,,,,,,,,
453,1337158318,0.066174,0.07715,,0.068254,0.149692,,,,,,,,,
454,1337496676,0.06387,0.077982,,0.104797,,,,,,,,,,
455,1337839674,0.065214,0.075806,1.660143,0.063934,0.19769,0.207674,,,,,,,,
456,1338371338,0.090301,0.107421,2.105314,0.074814,,,,,,,,,,
457,1338631298,0.066174,0.078206,,0.058814,0.102301,0.111644,,,,,,,,
458,1339035222,0.064894,0.073502,2.420472,0.13686,0.105501,0.135292,,,,,,,,
459,1339715650,,,2.653713,,0.143804,0.143804,,,,,,,,
460,1340436301,0.085406,0.092381,3.007975,0.06627,0.126108,0.40114,,,,,,,,
461,1341057626,0.029759,0.035551,3.395291,,0.039679,0.060862,,,,,,,,
462,1341289235,0.027167,0.030335,3.36342,0.026367,0.040095,0.044863,,,,,,,,
463,1341458926,,,3.012774,0.025727,0.039423,0.040479,,,,,,,,
464,1341669992,0.027168,,2.88385,,0.052895,0.038719,,,,,,,,
465,1341896641,0.026495,0.037502,2.691504,0.02816,0.044959,0.066718,,,,,,,,
466,1342047165,0.024255,0.034175,1.476532,0.025311,,,,,,,,,,
467,1342168857,0.026752,0.030399,1.046337,0.031455,0.045502,0.087326,,,,,,,,
468,1342463601,0.023647,0.032895,,0.023871,0.075742,0.073438,,,,,,,,
469,1342601037,0.024768,0.028127,1.167454,0.021952,0.046367,0.046238,,,,,,,,
470,1342731145,,0.025887,0.87783,0.038111,0.388501,0.039166,,,,,,,,
471,1344371096,,,1.55701,,0.158907,0.766921,,,,,,,,
472,1344969478,0.102397,0.094717,2.728463,0.06899,0.176699,0.116381,,,,,,,,
473,1345355323,0.064254,0.074653,,0.094398,,,0.164923,,,,,,,
474,1345721232,0.058014,0.081598,6.046221,0.088061,0.044415,0.079325,,2.89761,0.057662,,,,,
475,1348844275,,,6.201704,,0.061311,0.041534,,,,,,,,
476,1349173418,,,6.397026,,0.044926,0.045247,0.064414,0.366869,0.038175,,,,,
477,1349942483,,,4.735476,,0.042015,0.073822,,,,,,,,
478,1350119566,,,4.583608,,0.034751,0.039039,,,,,,,,
479,1350372806,,,4.488763,,0.072798,0.07475,0.079166,0.44677,0.062462,14.017441,0.380916,0.126012,,
480,1366095700,,,,,,,,,,16.407898,1.448214,,,
481,1366310509,0.12678,0.111549,0.041087,0.068638,,,,,,,0.1127,0.102109,,
482,1370203994,0.030623,0.035135,,0.064254,0.091869,0.065598,,,,,,,,
483,1370420628,0.028479,0.032927,0.117405,0.068254,0.113213,0.071485,,,,,,,,
484,1370766537,,,0.220026,,0.042047,0.04243,0.070494,0.219033,0.038559,20.811191,0.381621,0.190362,,
485,1378131279,,,,,,,,,,6.500512,0.494097,0.154683,22.514724,3.458969
486,1392373224,0.097149,0.116221,0.038527,0.042687,,,,,,,12.770278,,,
487,1392638977,0.029887,0.034687,,0.026175,0.052766,0.068318,,,,,,,,
488,1392801660,0.027007,0.031071,0.116508,0.025151,0.038975,0.043327,,,,,,,,
489,1393031125,0.147387,0.128028,0.164891,0.073374,0.065182,0.039423,0.052926,0.250841,0.035647,7.362182,0.163227,0.173819,,
490,1403433376,0.06259,0.080541,0.376341,0.059103,0.190778,0.133148,,,,,,,,
491,1404286247,0.086845,0.099645,0.861094,0.068158,0.074654,0.129404,,,,,,,,
492,1404710619,0.128572,0.140476,0.312535,0.076286,0.142331,0.043679,,,,,10.602981,,16.807085,3.243488
493,1413643986,0.038494,0.040959,0.039455,0.027455,0.051134,0.097821,,,,,,,,
494,1414323934,0.0256,0.029951,0.026336,0.023839,0.041151,0.047134,,,,,,,,
495,1414482521,0.025088,0.030495,0.102493,0.024031,0.037983,0.039903,,,,,,,,
496,1414640660,0.023999,0.07395,0.167003,0.027167,,0.037823,,,,,,,,
497,1414746929,0.024,0.027647,,0.024063,0.035551,,,,,,,,,
498,1414840302,0.023903,0.032255,0.172475,0.024096,0.045694,0.050399,,,,,,,,
499,1414995402,0.024159,0.041503,0.252281,0.026943,0.038975,0.036894,,,,,,,,
500,1415237346,0.026879,0.061438,0.302711,0.031039,0.058015,0.039102,,,,,,,,
501,1415397342,0.02448,0.045246,0.367221,0.027168,0.036543,0.039839,,,,,,,,
502,1415591288,0.026015,0.029599,,0.028607,,,,,,,,,,
503,1415863120,0.064159,0.090333,0.239993,0.06467,0.145628,0.435635,,,,,,,,
504,1416272068,0.073598,0.111645,0.973027,0.06563,,,,,,,,,,
505,1416558203,0.06483,0.097213,,0.147676,0.158108,0.11542,,,,,,,,
506,1417010158,0.068126,0.081854,1.365912,0.06579,,0.168795,,,,,,,,
507,1417274278,0.068382,0.076285,,0.059871,0.119676,,,,,,,,,
508,1417569821,0.063678,0.079582,1.642031,0.101117,0.07203,0.137468,,,,,,,,
509,1417920435,0.033375,0.05347,1.542226,0.029631,0.040543,0.040511,,,,,,,,
510,1418097134,0.026495,0.040255,1.362104,0.028959,,,,,,,,,,
511,1418236361,0.023231,0.030655,,0.02368,,,,,,,,,,
512,1418136332,0.023295,0.049567,,0.029375,0.27292,0.039198,,,,,,,,
513,1418490530,0.025791,0.029343,1.467988,0.024863,,,,,,,,,,
514,1418588095,0.024799,0.027264,,0.039166,0.046655,0.044159,,,,,,,,
515,1418744634,0.023903,0.028255,1.349592,0.025504,0.039199,0.065982,,,,,,,,
516,1418884406,0.025471,0.028159,1.217052,0.024256,,,,,,,,,,
517,1418969716,0.024991,0.035295,,0.023359,0.051806,0.035231,,,,,,,,
518,1419118031,0.024991,0.030783,1.108863,0.034079,0.045471,0.037151,,,,,,,,
519,1419279211,0.024959,0.028448,1.144318,0.021631,,0.047423,,,,,,,,
520,1419373576,0.024351,0.030687,1.218812,0.026175,0.035967,,,,,,,,,
521,1419517731,0.022815,0.044415,,0.036223,0.041567,0.038878,,,,,,,,
522,1419651232,0.024543,0.030495,1.255131,0.024639,0.050399,0.036798,,,,,,,,
523,1420387434,,,1.761548,,0.107709,0.110493,,,,,,,,
524,1420855836,,,2.107906,,0.1303,0.103293,,,,,,,,
525,1421358253,,,2.485238,,0.103709,0.102877,,,,,,,,
526,1421863902,,,2.81502,,0.101053,0.14022,,,,,,,,
527,1422315185,,,3.191169,,0.095165,0.097822,,,,,,,,
528,1422934846,,,3.49116,,0.071326,0.277208,,,,,,,,
529,1423148376,,,3.808207,,0.039199,0.039327,0.085949,1.185213,0.050974,,,,,
530,1424747496,,,5.280228,,0.33919,0.048126,,,,,,,,
531,1425296312,,,5.731542,,0.125436,0.079134,,,,,,,13.558382,
532,1425838408,0.094525,0.092349,6.057389,0.040479,0.076446,0.083517,0.07267,0.37586,0.058655,,,,,4.370943
533,1431887797,0.034207,0.04371,0.046302,0.026112,0.096349,0.09491,,,,,,,,
534,1432124462,0.029855,0.033343,0.174266,0.025343,0.039551,0.042399,,,,,,,,
535,1432343879,,,0.155259,,0.038367,0.038815,0.039391,0.205402,0.047678,13.529359,0.207898,0.203706,,
536,1442698772,0.103773,0.121596,0.130428,0.057983,0.055711,0.084093,,,,16.732752,2.275581,,,
537,1443400927,0.056575,0.056414,0.075102,0.040959,,,,,,,0.105628,0.140508,,
538,1443903984,0.037727,0.042622,0.173754,0.064415,0.080798,0.077981,,,,,,,,
539,1444418465,,,,,0.046687,0.202618,0.047807,0.182362,0.032607,16.472984,0.196442,0.244377,,
540,1454597043,,,,,,,,,,9.819133,0.165275,0.165723,13.870788,3.411579
541,1461365162,0.091261,0.089342,,0.040511,,,,,,,3.972106,,,
542,1461596772,0.031327,0.036351,0.101757,0.047454,0.052158,0.069342,,,,,,,,
543,1461783006,0.026431,0.032991,0.160955,0.055902,0.042207,0.041983,,,,,,,,
544,1462058838,,,0.178011,,0.038751,0.041919,0.050942,0.222458,0.036415,6.163465,0.235737,0.221273,12.331507,5.817267
545,1486180523,0.158396,0.198042,0.07219,0.074365,,,,,,,8.711518,,,
546,1486661948,0.061086,0.063678,0.222585,0.089694,0.102877,0.136828,,,,,,,,
547,1487177325,0.111068,0.111773,0.127228,0.082654,0.08323,0.087613,,,,,,,,
548,1489023222,0.156124,0.150971,0.080062,0.037823,0.214329,0.211994,,,,,,,12.444335,3.606229
549,1494714477,0.032191,0.063678,0.051999,0.20105,0.056191,0.070013,,,,,,,,
550,1495042468,0.029599,0.065695,,0.103068,0.062174,0.061854,,,,,,,,
551,1495283005,0.027967,0.053183,0.096318,0.033503,0.044223,0.053566,,,,,,,,
552,1495476087,0.042943,0.033151,0.124412,0.044638,0.038975,0.038815,,,,,,,,
553,1495644754,0.025343,0.040063,0.114589,0.070814,0.051935,0.054398,,,,,,,,
554,1495816237,0.026144,0.029247,0.128092,0.025151,,0.035391,,,,,,,,
555,1495918346,0.023231,0.027104,0.20441,0.023871,0.038719,0.041247,,,,,,,,
556,1496197378,0.176155,0.033631,0.285495,0.025087,0.040255,0.037983,,,,,,,,
557,1496329854,0.024736,0.030175,0.153563,0.054014,0.042943,0.036447,,,,,,,,
558,1496573750,,,0.159707,,0.038239,0.038047,,,,,,,,
559,1496864238,0.131164,0.108253,,0.080957,0.036799,,,,,,,,,
560,1497321280,0.08067,0.229145,0.267832,0.142236,0.116509,0.130524,,,,,,,,
561,1497943982,0.158715,0.1359,0.237849,0.380533,0.103613,0.105373,,,,,,,,
562,1498929680,0.098046,0.052574,0.308695,0.034527,0.073502,0.080861,,,,,,,,
563,1499132138,0.039998,0.083422,0.061374,0.069438,0.07427,0.041695,,,,,,,,
564,1499374115,0.027039,0.043103,0.074814,0.041759,0.044383,0.044958,,,,,,,,
565,1499614556,0.028799,0.050655,0.100829,0.046558,0.044767,0.05475,,,,,,,,
566,1499788535,0.028863,0.031423,0.036351,0.024927,0.049022,0.038143,,,,,,,,
567,1499905556,0.023424,0.117884,0.102333,0.039583,0.045695,0.063902,,,,,,,,
568,1500347494,0.028991,0.034495,0.243001,0.025952,0.054879,0.041214,,,,,,,,
569,1500579872,0.084958,0.048542,0.129884,0.036447,0.04227,0.042047,,,,,,,,
570,1500876791,0.037023,0.048222,0.069662,0.082654,0.181626,0.054943,,,,,,,,
571,1501188813,0.04147,0.060606,0.251032,0.036991,,,,,,,,,,
572,1501351689,0.035615,0.039839,,0.035135,0.095646,0.068478,,,,,,,,
573,1501545827,0.041247,0.046239,0.34783,0.036543,,0.075902,,,,,,,,
574,1501710526,0.034463,0.056159,0.461522,0.035487,0.06099,,,,,,,,,
575,1501902008,0.034335,0.069598,,0.058686,0.056831,0.053662,,,,,,,,
576,1502117682,0.058591,0.04691,0.535312,0.055231,0.055583,0.05603,,,,,,,,
577,1502372650,0.037471,0.045214,0.639917,0.070462,0.053502,0.057598,,,,,,,,
578,1502700065,,,0.6707,,0.049214,0.057919,,,,,,,,
579,1503295791,,,0.761417,,0.140924,0.341174,,,,,,,,
580,1503785408,0.070846,0.060158,1.252539,0.032703,0.085982,0.089757,0.217497,1.730925,0.045407,,,,,
581,1506578126,0.027072,0.032927,0.043967,0.025855,0.047902,0.051743,,,,,,,,
582,1506771240,0.101405,0.094845,0.094973,0.094398,0.035519,0.039359,,,,,,,,
583,1508117024,0.146011,0.139708,0.181946,0.068222,0.081086,0.110781,0.077981,0.33983,0.060318,,,,,
584,1515033171,0.061662,0.072094,0.079646,0.097021,0.103325,0.134332,,,,,,,,
585,1515638689,0.080637,0.095774,0.219641,0.080861,0.047647,0.216762,,,,,,,,
586,1518335313,,,0.112733,,0.059038,0.095773,0.060926,3.362013,0.097501,15.744717,1.138142,0.244505,,
587,1524162564,,,,,,,,,,15.486325,0.140796,,,
588,1524586296,0.136508,0.152699,,0.065982,,,,,,,0.21769,0.206042,,
589,1528683134,0.051391,0.063006,0.171227,0.093341,0.05443,0.106013,,,,,,,,
590,1528975573,0.046975,0.060542,0.162107,0.043486,0.118557,0.044383,,,,,,,,
591,1529295020,,,0.207194,,0.039775,0.045119,0.045182,0.20729,0.040959,8.454725,0.226777,0.21481,,
592,1536726864,0.152988,0.146139,0.095805,0.13878,,,,,,6.941202,0.157436,0.179546,19.307523,
593,1545552906,0.076925,0.088958,0.117212,0.07171,0.097149,0.150108,,,,,,,,3.354589
594,1545859969,0.067774,0.079421,0.066622,0.090238,0.102301,0.051071,,,,,,,,
595,1546225174,,,,,0.07267,0.054014,0.172955,0.278264,0.042622,9.093075,9.678753,,,
596,1556315691,0.099837,0.100381,0.052894,0.094942,,,,,,,0.280983,0.222618,15.774796,
597,1564986474,0.033215,0.058527,0.20441,0.034238,0.107677,0.110589,,,,,,,,
598,1565320768,0.055039,0.057054,0.033919,0.035647,0.043071,0.052575,,,,,,,,
599,1565843056,0.02784,0.051774,,0.030847,0.068318,0.088477,,,,,,,,3.457818
600,1566092233,0.033343,0.059583,0.255577,0.027807,,0.053246,,,,,,,,
601,1566236132,0.027007,0.044991,,0.037823,0.053406,,,,,,,,,
602,1566348225,0.025119,0.033055,0.228185,0.029503,0.107613,0.061726,,,,,,,,
603,1566648376,0.065022,0.073534,0.513233,0.092061,,0.103645,,,,,10.449162,,,
604,1567022125,0.066687,0.080093,,0.066238,0.150171,,,,,,,,,
605,1567318372,0.064703,0.074429,0.908325,0.058303,0.103389,0.109085,,,,,,,,
606,1567655930,0.065886,0.082301,1.059521,0.09395,,0.110013,,,,,,,,
607,1568060270,0.074237,0.15574,,0.068478,0.150299,,,,,,,,,
608,1568333926,0.065854,0.109789,1.245563,0.071614,0.127197,0.126876,,,,,,,,
609,1568728859,0.063678,0.081118,,0.063198,,,,,,,,,,
610,1569050289,0.06355,0.07507,1.649199,0.067646,0.043775,0.11574,,,,,,,,
611,1569223596,0.025632,0.028383,,0.023263,,,,,,,,,,
612,1569332905,0.022687,0.028896,,0.022431,,,,,,,,,,
613,1569438117,0.022623,0.026591,1.662574,0.026272,0.136188,0.076478,,,,,,,,
614,1569786011,0.029247,0.029919,1.591985,0.023008,,0.042494,,,,,,,,
615,1569906328,0.023615,0.026591,,0.022623,0.123709,,,,,,,,,
616,1570027380,0.029695,0.02848,1.538578,0.039742,0.053406,0.041087,,,,,,,,
617,1570174480,0.024607,0.02784,1.447925,0.027135,,,,,,,,,,
618,1570292140,0.023743,0.032127,1.367159,0.024223,0.069374,0.06803,,,,,,,,
619,1570565796,,,1.411286,,0.038495,0.042207,,,,,,,,
620,1570733951,,,1.500659,,0.037119,0.038687,,,,,,,,
621,1570958264,0.036095,0.042015,1.591792,0.027007,0.046334,0.055935,,,,,,,,
622,1571449098,0.074078,0.082878,1.907655,0.062238,0.122557,0.27036,,,,,,,,
623,1571945211,0.097789,0.081662,2.282685,0.095581,0.102269,0.096349,,,,,,,,
624,1572346351,0.065406,0.110685,,0.064862,0.110429,0.096573,,,,,,,,
625,1572693989,0.065342,0.077406,2.613203,0.060318,0.099005,0.092317,,,,,,,,
626,1573086393,0.062718,0.079485,2.962536,0.06579,0.038398,0.046047,,,,,,,,
627,1573507693,,,3.147683,,0.037119,0.043647,,,,,,,,
628,1573673704,,,2.566964,,0.034463,0.037215,,,,,,,,
629,1573837987,,,1.982661,,0.035647,0.039583,,,,,,,,
630,1574000222,0.038719,0.056543,1.780875,,0.036895,0.038079,,,,,,,,
631,1574149786,,,1.6052,0.028703,0.037023,0.042815,,,,,,,,
632,1574337044,,,1.4813,,0.037023,0.036191,,,,,,,,
633,1574500655,,,1.313593,,0.034687,0.034879,,,,,,,,
634,1574681994,0.118364,0.131164,0.493969,0.07779,0.037375,0.038239,,,,,,,,
635,1577102786,0.168827,0.173051,0.108605,0.087773,0.115037,0.122076,0.228185,1.291802,0.045182,,,,13.318421,
636,1585679044,0.090781,0.089182,0.308791,0.06867,,,,,,,,,,
637,1585889758,0.06403,0.039103,0.627469,0.1223,0.184602,0.207642,,,,,,,,
638,1586586409,,,0.768809,,0.103453,0.107773,,,,,,,,
639,1587042235,,,,,0.098941,0.098397,0.107293,0.433267,0.070238,14.836936,0.699628,0.188346,,8.211756
640,1597670688,,,,,,,,,,10.017655,0.140252,,,
641,1598100883,0.154139,0.128892,,0.042879,,,,,,,0.221754,0.208441,13.27263,3.360477
642,1611331339,0.034751,0.154075,0.103965,0.09379,0.147548,0.167067,,,,,,,,
643,1611771678,0.030399,0.06547,0.361301,0.029375,0.163547,0.153563,,,,,14.009857,,,
644,1612639044,0.176826,,0.73185,,0.110205,0.106141,0.144444,0.506257,0.085981,9.073875,0.244313,0.221753,11.773699,3.362428
645,1628194391,0.072318,0.14726,0.101949,0.092605,,0.14454,,,,,5.141032,,,
646,1628656265,0.074206,0.083325,,0.094526,0.12278,,,,,,,,,
647,1628949889,,0.082878,0.268952,0.042687,0.115101,0.109788,,,,,,,,
648,1629585166,0.080286,0.074973,0.456178,0.035519,0.109917,0.108349,0.10982,0.439891,0.072734,,,,,
649,1635250150,0.029631,0.032767,0.083518,0.025023,0.106909,0.127836,,,,,,,,
650,1635844148,0.095101,0.091742,0.431539,0.086557,0.099453,0.137436,,,,,,,,
651,1636405124,,,0.100637,,0.106076,0.119421,0.092862,0.386292,0.044607,8.64064,0.191834,0.210522,11.455756,3.407227
652,1646962730,,,,,,,,,,9.927769,4.430588,,,
653,1647382782,0.101757,0.094045,,0.043486,,,,,,,0.20489,0.215162,,
654,1652849884,0.035103,0.043615,0.125373,0.029119,,,,,,,,,,
655,1652979416,0.025151,0.033183,,0.026111,,0.139612,,,,,,,,
656,1653064981,0.032895,0.062206,,0.060958,0.104924,,,,,,,,,
657,1653358253,0.032703,0.042239,0.540528,0.028031,0.1079,0.116253,,,,,,,,
658,1653950907,0.037086,0.043135,0.911205,0.028063,,0.108925,,,,,,,,
659,1654142006,0.026687,0.053855,,0.063518,0.112957,,,,,,,,,
660,1654480459,0.028223,0.032447,1.275963,0.024768,,,,,,,,,,
